"","Education","Marital_Status","Income","Recency","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Complain","Response","Kids","Relationship","Family_Size","Family_size","Age","Days_is_client","MntTotal","NumAllPurchases","AverageCheck","ShareDealsPurchases","TotalAcceptedCmp","ActiveDays"
"1234","Graduation","Divorced",41986,15,27,5,8,8,3,12,3,3,0,4,4,"False","False","False","False","False","False","False",1,0,0,2,46,732601,63,7,9,42.9,0,732586
"1235","Graduation","Together",28427,67,18,3,19,3,3,6,2,2,0,3,8,"False","False","False","False","False","False","False",1,1,0,3,41,728190,52,5,10.4,40,0,728123
"1236","PhD","Together",37395,47,18,0,9,0,1,11,1,1,0,3,6,"False","False","False","False","False","False","False",1,1,0,3,48,735069,39,4,9.8,25,0,735022
"1237","Graduation","Married",64722,47,303,0,280,60,147,15,4,8,2,11,6,"False","False","False","False","False","False","False",1,1,0,3,53,726303,805,21,38.3,19,0,726256
"1238","Master","Together",55249,81,97,1,19,2,0,11,1,2,1,4,3,"False","False","False","False","False","False","False",1,1,0,3,68,729620,130,7,18.6,14.3,0,729539
"1239","Graduation","Together",84906,98,997,15,414,99,30,76,1,5,6,12,2,"False","True","True","False","True","False","False",0,1,0,2,52,734185,1631,23,70.9,4.3,3,734087
"1240","Graduation","Married",28691,56,5,4,13,8,0,4,1,1,0,3,8,"False","False","False","False","False","False","False",1,1,0,3,35,734277,34,4,8.5,25,0,734221
"1241","Graduation","Single",44213,48,95,11,35,0,4,7,4,2,1,5,6,"False","False","False","False","False","False","False",2,0,0,3,72,725023,152,8,19,50,0,724975
"1242","Basic","Single",25707,18,1,6,2,3,6,3,1,1,0,3,7,"False","False","False","False","False","False","False",1,0,0,2,40,729345,21,4,5.2,25,0,729327
"1243","PhD","Married",59062,74,46,1,12,3,0,9,2,2,0,3,4,"False","False","False","False","False","False","False",3,1,0,5,57,734551,71,5,14.2,40,0,734477
"1244","Graduation","Single",76624,68,411,106,147,54,115,66,1,5,10,7,1,"True","False","False","False","False","False","False",1,0,0,2,62,727033,899,22,40.9,4.5,1,726965
"1245","Master","Together",66000,36,244,51,270,101,0,45,1,1,3,5,1,"False","False","False","False","False","False","False",0,1,0,2,77,728524,711,9,79,11.1,0,728488
"1246","PhD","Together",27683,90,152,9,121,12,12,45,4,6,2,4,8,"False","False","False","False","False","False","False",1,1,0,3,46,734246,351,12,29.2,33.3,0,734156
"1247","Graduation","Divorced",1730,65,1,1,3,1,1,1,15,0,0,0,20,"False","False","False","False","False","False","False",0,0,0,1,53,729225,8,0,200,20,0,729160
"1248","Basic","Single",7500,63,10,17,18,8,26,40,4,3,2,2,9,"False","False","False","False","False","False","False",1,0,0,2,32,734490,119,7,17,57.1,0,734427
"1249","Graduation","Together",40521,82,12,0,5,0,0,4,1,0,1,2,5,"False","False","False","False","False","False","False",2,1,0,4,56,734003,21,3,7,33.3,0,733921
"1250","PhD","Together",20427,63,5,0,4,0,0,1,1,1,0,2,8,"False","False","False","False","False","False","False",1,1,0,3,51,727094,10,3,3.3,33.3,0,727031
"1251","Graduation","Married",65106,55,790,19,133,12,0,19,3,8,3,13,6,"False","True","False","False","False","False","False",1,1,0,3,49,727033,973,24,40.5,12.5,1,726978
"1252","PhD","Married",69969,64,882,29,514,38,29,44,1,4,2,6,3,"False","False","True","True","False","False","True",0,1,0,2,59,725846,1536,12,128,8.3,3,725782
"1253","Graduation","Married",67433,51,615,28,259,12,48,30,4,6,5,13,4,"False","True","False","False","False","False","False",2,1,0,4,72,729894,992,24,41.3,16.7,1,729843
"1254","PhD","Married",77766,97,1004,59,265,115,59,27,2,11,10,11,6,"True","False","False","False","False","False","True",1,1,0,3,57,727853,1529,32,47.8,6.2,2,727756
"1255","Graduation","Married",74716,92,133,27,421,13,195,71,2,7,3,5,4,"False","False","False","False","False","False","False",1,1,0,3,52,731293,860,15,57.3,13.3,0,731201
"1256","Graduation","Divorced",68118,51,595,23,123,10,23,154,2,8,9,4,6,"False","False","False","False","False","False","False",1,0,0,2,61,729072,928,21,44.2,9.5,0,729021
"1257","PhD","Married",55158,72,293,0,87,4,11,23,4,7,2,5,7,"False","False","False","False","False","False","True",2,1,0,4,54,724781,418,14,29.9,28.6,1,724709
"1258","2n Cycle","Married",62972,39,313,15,47,20,0,192,2,7,4,3,6,"False","False","False","False","False","False","True",1,1,0,3,69,734612,587,14,41.9,14.3,1,734573
"1259","Graduation","Married",74190,49,151,81,86,168,91,64,2,4,2,11,2,"False","False","False","False","False","False","False",1,1,0,3,49,731416,641,17,37.7,11.8,0,731367
"1260","Graduation","Married",39356,21,15,0,2,0,0,6,1,1,0,2,6,"True","False","False","False","False","False","False",2,1,0,4,48,728921,23,3,7.7,33.3,1,728900
"1261","Graduation","Together",76653,91,736,63,946,219,189,126,1,4,7,11,2,"False","False","True","True","False","False","False",0,1,0,2,55,729863,2279,22,103.6,4.5,2,729772
"1262","PhD","Divorced",35860,37,15,0,8,4,2,20,2,1,1,2,5,"True","False","False","False","False","False","False",2,0,0,3,51,728860,49,4,12.2,50,1,728823
"1263","PhD","Divorced",90687,98,982,17,672,23,34,51,1,6,2,8,2,"False","False","True","False","False","False","True",0,0,0,1,41,727764,1779,16,111.2,6.2,2,727666
"1264","Master","Together",73450,85,1142,51,415,90,69,37,1,7,8,11,3,"True","False","False","True","False","False","False",0,1,0,2,42,733759,1804,26,69.4,3.8,2,733674
"1265","Graduation","Married",31454,40,28,0,11,0,0,9,3,2,0,3,8,"False","False","False","False","False","False","False",2,1,0,4,64,733547,48,5,9.6,60,0,733507
"1266","Graduation","Single",47139,2,46,0,12,0,2,23,2,2,1,2,7,"False","False","False","False","False","False","True",2,0,0,3,72,733669,83,5,16.6,40,1,733667
"1267","Graduation","Divorced",83829,78,897,161,430,186,161,27,0,4,7,6,1,"True","False","True","True","False","False","True",0,0,0,1,49,732724,1862,17,109.5,0,4,732646
"1268","PhD","Married",53378,41,489,6,152,8,6,132,10,9,4,6,8,"False","False","False","False","False","False","True",2,1,0,4,61,726910,793,19,41.7,52.6,1,726869
"1269","Graduation","Together",19656,94,25,4,9,6,8,32,3,2,1,3,7,"False","False","False","False","False","False","False",1,1,0,3,54,732967,84,6,14,50,0,732873
"1270","PhD","Married",45579,10,145,1,33,2,1,1,1,4,1,4,6,"False","False","False","False","False","False","False",1,1,0,3,76,728402,183,9,20.3,11.1,0,728392
"1271","2n Cycle","Single",85485,73,630,26,611,44,18,54,1,6,6,6,2,"False","False","False","False","False","False","False",0,0,0,1,66,728098,1383,18,76.8,5.6,0,728025
"1272","Graduation","Married",55956,22,760,38,104,50,9,38,2,7,3,4,4,"False","True","False","False","False","False","False",0,1,0,2,80,733273,999,14,71.4,14.3,1,733251
"1273","Master","Single",64191,30,420,15,186,151,38,15,3,5,3,13,3,"False","False","False","False","False","False","False",1,0,0,2,61,727884,825,21,39.3,14.3,0,727854
"1274","Graduation","Single",38808,21,125,17,52,3,19,30,4,5,1,4,8,"True","False","False","False","False","False","True",1,0,0,2,52,726211,246,10,24.6,40,2,726190
"1275","Master","Married",57183,51,464,5,64,7,0,70,8,9,1,7,8,"False","False","False","False","False","False","False",2,1,0,4,58,728921,610,17,35.9,47.1,0,728870
"1276","Master","Divorced",23748,97,6,6,29,12,15,8,3,2,1,3,8,"False","False","False","False","False","False","False",1,0,0,2,56,727945,76,6,12.7,50,0,727848
"1277","Graduation","Married",66303,56,1090,12,96,16,12,60,4,3,4,11,8,"False","True","False","False","False","False","False",1,1,0,3,53,726392,1286,18,71.4,22.2,1,726336
"1278","Master","Married",37368,4,3,2,11,2,2,10,1,1,0,2,6,"True","False","False","False","False","False","False",1,1,0,3,49,729741,30,3,10,33.3,1,729737
"1279","Graduation","Married",40800,77,24,0,27,8,30,10,2,3,0,3,7,"False","False","False","False","False","True","False",3,1,0,5,60,735554,99,6,16.5,33.3,0,735477
"1280","Graduation","Divorced",71847,95,737,21,106,55,63,210,0,6,7,9,3,"False","False","False","True","False","False","False",0,0,0,1,46,728006,1192,22,54.2,0,1,727911
"1281","Graduation","Married",46149,36,254,6,71,4,0,27,5,5,1,7,5,"False","False","False","False","False","False","False",1,1,0,3,49,725023,362,13,27.8,38.5,0,724987
"1282","Graduation","Together",78687,13,817,185,687,145,55,241,1,4,6,8,2,"False","False","True","False","False","False","True",0,1,0,2,41,732420,2130,18,118.3,5.6,2,732407
"1283","2n Cycle","Divorced",49118,90,620,54,239,99,98,119,2,9,7,10,7,"False","True","False","False","True","False","True",0,0,0,1,53,729133,1229,26,47.3,7.7,3,729043
"1284","PhD","Married",37633,49,13,4,20,0,0,1,2,1,0,3,9,"False","False","False","False","False","False","False",2,1,0,4,67,728371,38,4,9.5,50,0,728322
"1285","Master","Together",39767,18,113,61,204,34,26,47,2,7,1,7,8,"False","False","False","False","False","False","False",0,1,0,2,73,728068,485,15,32.3,13.3,0,728050
"1286","Basic","Married",26997,89,7,23,78,133,49,144,2,4,2,5,7,"False","False","False","False","False","False","False",0,1,0,2,73,733789,434,11,39.5,18.2,0,733700
"1287","Graduation","Divorced",33986,43,16,2,18,2,1,5,1,1,0,3,7,"False","False","False","False","False","False","False",1,0,0,2,54,730747,44,4,11,25,0,730704
"1288","PhD","Married",57091,82,462,0,24,6,0,4,2,9,2,5,7,"False","True","False","False","False","False","True",1,1,0,3,52,727215,496,16,31,12.5,2,727133
"1289","2n Cycle","Married",46831,84,22,2,10,6,4,34,2,1,2,2,4,"False","False","False","False","False","False","False",2,1,0,4,55,732846,78,5,15.6,40,0,732762
"1290","Master","Married",83151,80,968,147,842,137,42,210,1,5,7,10,2,"True","False","True","True","False","False","True",0,1,0,2,52,732236,2346,22,106.6,4.5,4,732156
"1291","Graduation","Married",52531,68,283,112,151,51,72,125,2,7,2,10,6,"False","False","False","False","False","False","False",0,1,0,2,53,724628,794,19,41.8,10.5,0,724560
"1292","Graduation","Married",15759,12,1,2,5,6,0,3,1,1,0,2,7,"False","False","False","False","False","False","False",0,1,0,2,68,733850,17,3,5.7,33.3,0,733838
"1293","Graduation","Single",22804,75,14,1,7,2,1,1,1,2,0,2,9,"False","False","False","False","False","False","False",1,0,0,2,53,724416,26,4,6.5,25,0,724341
"1294","2n Cycle","Married",43050,10,30,5,24,6,3,8,2,2,0,4,5,"False","False","False","False","False","False","False",1,1,0,3,51,729286,76,6,12.7,33.3,0,729276
"1295","PhD","Single",42997,91,4,0,5,0,1,5,1,1,0,2,7,"False","False","False","False","False","False","False",2,0,0,3,47,733029,15,3,5,33.3,0,732938
"1296","PhD","Single",48918,21,52,0,9,0,0,1,2,1,0,4,4,"False","False","False","False","False","False","False",2,0,0,3,61,731446,62,5,12.4,40,0,731425
"1297","Master","Together",60033,28,62,1,57,19,11,48,2,2,1,5,2,"False","False","False","False","False","False","False",1,1,0,3,70,725268,198,8,24.8,25,0,725240
"1298","PhD","Together",34043,97,20,2,14,3,0,10,1,2,0,2,9,"False","False","False","False","False","False","False",1,1,0,3,46,726515,49,4,12.2,25,0,726418
"1299","Graduation","Together",57811,49,545,7,114,37,21,78,5,7,2,11,5,"False","True","False","False","False","False","False",1,1,0,3,58,727002,802,20,40.1,25,1,726953
"1300","Graduation","Married",78569,14,558,79,622,207,175,95,1,4,6,4,1,"False","False","True","False","False","False","True",0,1,0,2,78,728949,1736,14,124,7.1,2,728935
"1301","Graduation","Single",7500,5,6,5,4,13,4,25,4,2,1,3,6,"False","False","False","False","False","False","False",2,0,0,3,46,725724,57,6,9.5,66.7,0,725719
"1302","Master","Together",120000,37,39,1,9,2,0,8,0,1,0,1,1,"False","False","False","False","False","False","False",1,1,0,3,53,734307,59,2,29.5,0,0,734270
"1303","Graduation","Together",94384,62,1111,24,790,160,45,172,0,5,8,5,2,"False","True","True","True","False","False","True",0,1,0,2,71,734399,2302,18,127.9,0,4,734337
"1304","2n Cycle","Married",23148,83,4,6,8,6,3,10,1,2,0,3,7,"False","False","False","False","False","False","False",0,1,0,2,39,729314,37,5,7.4,20,0,729231
"1305","Graduation","Divorced",44267,48,183,5,65,3,5,49,5,5,2,4,9,"False","False","False","False","False","False","False",2,0,0,3,54,726757,310,11,28.2,45.5,0,726709
"1306","Graduation","Married",71626,94,546,72,376,94,145,72,1,5,5,8,3,"False","True","False","False","False","False","False",0,1,0,2,45,735250,1305,18,72.5,5.6,1,735156
"1307","Graduation","Together",60894,61,606,7,155,10,0,54,5,10,3,8,7,"False","False","False","False","False","False","False",1,1,0,3,58,725541,832,21,39.6,23.8,0,725480
"1308","Graduation","Together",50200,70,266,6,51,8,6,64,6,7,1,5,8,"False","False","False","False","False","False","False",2,1,0,4,48,734734,401,13,30.8,46.2,0,734664
"1309","PhD","Married",81051,43,1142,29,249,38,29,14,1,5,5,12,2,"False","True","True","False","False","False","False",0,1,0,2,59,727399,1501,22,68.2,4.5,2,727356
"1310","Graduation","Married",65169,23,1074,0,69,0,0,46,1,10,4,13,6,"True","False","True","True","True","False","True",0,1,0,2,42,730806,1189,27,44,3.7,5,730783
"1311","Graduation","Together",59868,37,771,51,154,54,10,154,7,11,2,12,6,"False","False","False","False","False","False","False",1,1,0,3,52,727703,1194,25,47.8,28,0,727666
"1312","PhD","Married",65695,50,371,32,189,0,58,6,2,5,4,10,4,"False","False","False","False","False","False","False",1,1,0,3,64,724597,656,19,34.5,10.5,0,724547
"1313","Master","Single",64857,78,556,14,717,210,0,43,1,7,5,10,4,"False","False","False","False","False","False","False",0,0,0,1,68,727215,1540,22,70,4.5,0,727137
"1314","Master","Together",45143,74,202,5,74,11,5,14,3,6,1,5,7,"False","False","False","False","False","False","False",1,1,0,3,59,726211,311,12,25.9,25,0,726137
"1315","2n Cycle","Together",74805,14,209,162,209,41,162,37,5,4,7,10,2,"False","False","False","False","False","False","False",1,1,0,3,69,733424,820,21,39,23.8,0,733410
"1316","2n Cycle","Married",59060,77,35,40,111,36,40,12,3,3,1,7,4,"False","False","False","False","False","False","False",1,1,0,3,35,731902,274,11,24.9,27.3,0,731825
"1317","PhD","Single",27238,39,37,0,17,0,0,3,3,3,0,3,9,"False","False","False","False","False","False","False",2,0,0,3,62,728524,57,6,9.5,50,0,728485
"1318","Graduation","Together",47009,89,171,45,73,59,10,90,4,3,2,8,4,"False","False","False","False","False","False","False",1,1,0,3,59,735281,448,13,34.5,30.8,0,735192
"1319","2n Cycle","Married",46094,62,12,2,20,3,2,5,1,1,0,3,7,"False","False","False","False","False","False","False",2,1,0,4,51,732116,44,4,11,25,0,732054
"1320","Graduation","Married",40321,59,44,4,21,6,0,27,2,3,0,3,7,"False","False","False","False","False","False","False",2,1,0,4,52,725146,102,6,17,33.3,0,725087
"1321","Graduation","Together",37235,68,20,2,9,4,6,20,1,1,1,2,4,"False","False","False","False","False","False","False",1,1,0,3,40,735523,61,4,15.2,25,0,735455
"1322","Master","Married",81843,13,779,86,537,34,69,138,1,5,9,12,3,"False","False","False","False","False","False","False",0,1,0,2,64,727794,1643,26,63.2,3.8,0,727781
"1323","Master","Together",46692,37,170,6,97,24,12,88,3,6,1,5,6,"False","False","False","False","False","False","False",1,1,0,3,66,733577,397,12,33.1,25,0,733540
"1324","Graduation","Together",77382,36,491,48,231,112,105,134,2,5,7,12,1,"False","False","True","False","False","False","False",1,1,0,3,56,733363,1121,24,46.7,8.3,1,733327
"1325","Graduation","Single",37774,28,173,8,107,7,2,176,4,7,2,3,9,"True","False","False","False","False","True","True",2,0,0,3,47,734581,473,12,39.4,33.3,2,734553
"1326","Basic","Married",18393,2,7,10,13,16,0,4,2,3,0,3,8,"False","False","False","False","False","False","False",1,1,0,3,50,725268,50,6,8.3,33.3,0,725266
"1327","Master","Married",72828,17,1205,0,235,19,14,205,6,6,3,13,7,"False","False","False","False","False","False","False",1,1,0,3,62,730775,1678,22,76.3,27.3,0,730758
"1328","Graduation","Married",24711,86,10,7,25,6,3,7,1,3,0,3,7,"False","False","False","False","False","False","False",0,1,0,2,42,729255,58,6,9.7,16.7,0,729169
"1329","PhD","Married",45503,54,97,4,44,6,1,18,1,3,1,4,5,"False","False","False","False","False","False","False",1,1,0,3,49,726545,170,8,21.2,12.5,0,726491
"1330","Master","Single",6560,2,67,11,26,4,3,262,0,1,0,1,17,"False","False","False","False","False","False","False",0,0,0,1,42,731202,373,2,186.5,0,0,731200
"1331","PhD","Together",71604,3,345,53,528,98,75,97,1,8,3,5,4,"True","False","False","False","False","False","True",0,1,0,2,79,729406,1196,16,74.8,6.2,2,729403
"1332","Graduation","Married",27244,84,6,5,17,3,24,46,2,2,2,2,7,"False","False","False","False","False","False","False",1,1,0,3,45,733304,101,6,16.8,33.3,0,733220
"1333","Graduation","Married",48752,8,73,57,100,71,15,0,5,6,1,5,9,"False","False","False","False","False","False","True",2,1,0,4,55,731202,316,12,26.3,41.7,1,731194
"1334","Graduation","Married",71434,4,711,36,217,172,96,168,3,7,4,7,4,"False","True","False","True","False","False","False",1,1,0,3,62,729102,1400,18,77.8,16.7,2,729098
"1335","Graduation","Single",90842,57,774,70,118,182,187,93,1,4,9,13,1,"False","False","False","False","False","False","False",0,0,0,1,76,725146,1424,26,54.8,3.8,0,725089
"1336","Master","Married",88097,24,163,0,480,0,126,75,1,6,5,8,9,"False","True","True","True","False","False","True",1,1,0,3,46,729133,844,19,44.4,5.3,4,729109
"1337","Graduation","Married",51948,51,82,33,54,71,30,41,2,5,2,4,5,"False","False","False","False","False","False","False",1,1,0,3,49,729467,311,11,28.3,18.2,0,729416
"1338","Graduation","Together",71853,29,358,108,413,141,97,32,1,2,8,6,1,"False","False","False","False","False","False","False",0,1,0,2,42,732877,1149,16,71.8,6.2,0,732848
"1339","Master","Married",35876,13,66,2,40,4,3,14,1,3,1,3,6,"False","False","False","False","False","False","False",0,1,0,2,41,728524,129,7,18.4,14.3,0,728511
"1340","Graduation","Widow",40049,23,13,6,7,0,3,3,1,1,0,3,6,"False","False","False","False","False","False","False",1,0,0,2,72,729802,32,4,8,25,0,729779
"1341","Graduation","Single",39660,36,139,13,78,20,13,36,3,7,1,3,9,"False","False","False","False","False","False","True",1,0,0,2,42,732785,299,11,27.2,27.3,1,732749
"1342","Graduation","Together",50127,88,274,0,21,4,6,15,1,5,1,6,6,"False","True","False","False","False","False","False",1,1,0,3,62,725207,320,12,26.7,8.3,1,725119
"1343","Master","Married",43263,2,262,6,61,0,10,102,3,5,2,6,5,"False","False","False","False","False","False","False",1,1,0,3,47,727945,441,13,33.9,23.1,0,727943
"1344","Master","Married",62845,3,1099,0,45,0,0,34,11,3,4,10,8,"False","True","False","False","False","False","True",2,1,0,4,75,735281,1178,17,69.3,64.7,2,735278
"1345","Graduation","Married",18929,15,32,0,8,23,4,18,1,1,0,4,6,"False","False","False","False","False","False","False",0,1,0,2,34,730045,85,5,17,20,0,730030
"1346","Basic","Single",24367,58,2,4,2,0,11,5,1,1,0,2,9,"False","False","False","False","False","False","False",1,0,0,2,42,728555,24,3,8,33.3,0,728497
"1347","Graduation","Single",33249,11,6,10,21,19,14,42,2,2,1,3,6,"False","False","False","False","False","False","False",1,0,0,2,49,728584,112,6,18.7,33.3,0,728573
